record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat
3033,LA,LATAM,LA9127,CUN,LAX,2/03/2025 19:33,3/02/2025 22:26,155,ON_TIME,0,CRJ9,ECONOMY,27D
3034,WN,Southwest,WN4796,MIA,HAV,15/12/2025 09:56,15/12/2025 13:33,102,DELAYED,104,B757,ECONOMY,22C
3035,IB,Iberia,IB6617,LIM,HAV,2/11/2024 14:08,2/11/2024 16:24,138,ON_TIME,0,A320,ECONOMY,43A
3036,B6,JetBlue,B62039,BOG,SJO,12/12/2024 09:32,12/12/2024 16:25,389,ON_TIME,0,B767,ECONOMY,21E
3037,AV,Avianca,AV6498,PTY,LAX,17/01/2025 17:23,17/01/2025 20:32,190,ON_TIME,0,E190,ECONOMY,44C
3038,AV,Avianca,AV1618,LAX,SAP,6/02/2025 05:19,6/02/2025 09:42,267,ON_TIME,0,B787,ECONOMY,28B
3039,UA,UNITED,UA7165,MAD,LAX,6/10/2025 17:51,6/10/2025 21:54,222,ON_TIME,0,E190,ECONOMY,34C
3040,BA,British Airways,BA1351,BCN,PTY,02-24-2024 01:07 PM,24/02/2024 17:20,255,ON_TIME,0,A319,ECONOMY,20D
3041,DL,Delta,DL0327,MAD,LIM,30/10/2024 21:22,31/10/2024 06:50,338,DELAYED,234,CRJ9,PREMIUM_ECONOMY,13D
3042,BA,British Airways,BA7997,BOG,SJO,10-22-2024 09:24 AM,10-22-2024 12:13 PM,84,DELAYED,74,A321,ECONOMY,26E
3043,FR,Ryanair,FR8040,BCN,HAV,08-24-2024 07:24 AM,24/08/2024 10:44,170,DELAYED,32,A319,ECONOMY,29E
3044,FR,Ryanair,FR5271,SAL,SAP,4/04/2024 02:47,4/04/2024 07:02,244,ON_TIME,0,A320,BUSINESS,9F
3045,IB,Iberia,IB2691,lax,HAV,09-22-2024 02:52 PM,22/09/2024 19:35,277,ON_TIME,0,B737,ECONOMY,35E
3046,AM,Aeromexico,AM2417,GUA,BOG,6/05/2024 05:30,6/05/2024 07:23,105,ON_TIME,0,B739,ECONOMY,27E
3047,AV,AVIANCA,AV4312,PTY,SAL,21/09/2024 00:09,21/09/2024 02:39,133,ON_TIME,0,A319,ECONOMY,21D
3048,FR,Ryanair,FR5327,BOG,HAV,12/11/2025 18:17,12/11/2025 21:16,177,ON_TIME,0,B777,ECONOMY,41F
3049,B6,JetBlue,B67276,MAD,PTY,1/07/2025 13:53,1/07/2025 17:46,230,ON_TIME,0,CRJ9,ECONOMY,16E
3050,B6,JetBlue,B69928,SJO,mex,29/07/2025 15:59,29/07/2025 22:56,417,ON_TIME,0,B737,ECONOMY,43D
3051,AA,American Airlines,AA8451,GUA,SJO,29/09/2024 09:07,29/09/2024 13:23,131,DELAYED,103,B767,ECONOMY,39B
3052,FR,Ryanair,FR8846,CUN,MAD,9/04/2024 08:42,9/04/2024 12:45,55,DELAYED,197,B737,ECONOMY,29F
3053,UA,UNITED,UA6370,LIM,cun,03-13-2024 09:22 PM,14/03/2024 00:53,214,ON_TIME,0,B739,ECONOMY,40C
3054,IB,Iberia,IB8425,MEX,LIM,02-27-2025 03:18 AM,27/02/2025 06:56,228,ON_TIME,0,B737,ECONOMY,27B
3055,AA,AMERICAN AIRLINES,AA8931,SAL,MAD,29/08/2025 09:05,29/08/2025 11:34,130,ON_TIME,0,B737,ECONOMY,26C
3056,DL,Delta,DL9900,MIA,BCN,8/02/2024 14:21,8/02/2024 16:55,132,ON_TIME,0,B737,ECONOMY,33F
3057,IB,Iberia,IB6438,BOG,BCN,7/05/2024 05:48,7/05/2024 10:23,277,ON_TIME,0,E190,ECONOMY,40B
3058,IB,Iberia,IB9621,LIM,MAD,7/08/2024 05:40,7/08/2024 09:30,234,ON_TIME,0,CRJ9,ECONOMY,35E
3059,WN,Southwest,WN0339,LAX,SAL,09-29-2024 02:32 AM,29/09/2024 07:27,280,ON_TIME,0,B737,ECONOMY,17F
3060,AV,Avianca,AV4566,LAX,SAL,30/12/2024 23:58,31/12/2024 06:50,414,ON_TIME,0,B787,ECONOMY,21B
3061,LA,LATAM,LA3488,HAV,LAX,18/03/2025 04:06,18/03/2025 10:49,396,ON_TIME,0,B739,PREMIUM_ECONOMY,12F
3062,LA,LATAM,LA8785,mad,GUA,14/03/2024 20:41,,,CANCELLED,,A321,BUSINESS,
3063,IB,IBERIA,IB7969,JFK,SAL,07-29-2025 12:16 PM,29/07/2025 15:13,179,ON_TIME,0,B737,ECONOMY,43F
3064,DL,DELTA,DL4493,GUA,BCN,19/09/2025 15:06,19/09/2025 17:35,137,ON_TIME,0,B777,ECONOMY,35D
3065,UA,United,UA7827,BOG,LIM,20/03/2025 17:13,,,CANCELLED,,B738,PREMIUM_ECONOMY,
3066,AM,Aeromexico,am2355,SJO,SAL,08-26-2025 03:50 AM,26/08/2025 09:42,349,ON_TIME,0,B739,ECONOMY,27B
3067,AV,AVIANCA,av9995,MEX,GUA,6/04/2025 17:18,4/06/2025 23:06,352,ON_TIME,0,E190,PREMIUM_ECONOMY,13D
3068,AV,Avianca,AV0428,SAL,MEX,1/06/2025 18:07,1/06/2025 19:00,59,ON_TIME,0,A320,ECONOMY,22A
3069,WN,Southwest,WN9097,LAX,SAP,10/10/2024 02:26,10/10/2024 07:02,230,DELAYED,55,E190,PREMIUM_ECONOMY,12F
3070,LA,LATAM,LA4395,MEX,SAL,28/01/2024 08:51,01-28-2024 02:32 PM,342,ON_TIME,0,E190,ECONOMY,25C
3071,AV,AVIANCA,AV6824,BCN,CUN,22/04/2025 19:19,23/04/2025 01:03,332,ON_TIME,0,B738,ECONOMY,40F
3072,LA,LATAM,LA3988,JFK,MIA,28/05/2025 04:07,28/05/2025 08:10,222,ON_TIME,0,B737,ECONOMY,39D
3073,LA,LATAM,LA9364,LAX,GUA,10/03/2024 18:06,10/03/2024 23:24,321,ON_TIME,0,B737,ECONOMY,16E
3074,FR,Ryanair,FR9068,JFK,SAL,22/05/2025 09:07,22/05/2025 11:36,138,ON_TIME,0,B767,ECONOMY,40E
3075,LA,LATAM,LA7205,LAX,MEX,29/07/2025 11:47,29/07/2025 17:45,357,ON_TIME,0,B757,ECONOMY,45C
3076,WN,Southwest,WN9262,SAL,PTY,28/08/2025 07:45,28/08/2025 13:48,130,DELAYED,213,A319,ECONOMY,24A
3077,DL,DELTA,DL4535,SAL,SJO,01-18-2025 03:19 AM,01-18-2025 08:33 AM,303,ON_TIME,0,A319,ECONOMY,38A
3078,B6,JetBlue,B69821,MIA,SAP,14/03/2024 11:42,03-14-2024 06:24 PM,398,ON_TIME,0,CRJ9,ECONOMY,29F
3079,AV,Avianca,AV4950,HAV,SAP,26/10/2025 23:03,27/10/2025 02:12,198,ON_TIME,0,B737,BUSINESS,8B
3080,WN,Southwest,WN3886,HAV,SAL,08-19-2024 07:15 PM,19/08/2024 21:44,140,ON_TIME,0,A319,ECONOMY,41E
3081,BA,British Airways,BA0760,bcn,BOG,16/02/2024 23:43,02-17-2024 01:39 AM,97,ON_TIME,0,B777,ECONOMY,45C
3082,B6,JETBLUE,B61906,BOG,JFK,21/04/2024 05:23,21/04/2024 09:39,240,ON_TIME,0,CRJ9,ECONOMY,43F
3083,WN,SOUTHWEST,wn8225,JFK,MIA,06-15-2025 04:14 AM,06-15-2025 08:30 AM,253,ON_TIME,0,B767,PREMIUM_ECONOMY,13A
3084,FR,RYANAIR,FR5949,LAX,SAP,18/03/2024 02:50,03-18-2024 04:21 AM,88,ON_TIME,0,E190,ECONOMY,24C
3085,LA,LATAM,LA4351,JFK,SAL,29/06/2024 13:19,29/06/2024 19:39,387,ON_TIME,0,B737,ECONOMY,40F
3086,WN,Southwest,wn8497,CUN,LAX,16/02/2025 16:43,16/02/2025 18:00,52,ON_TIME,0,A320,ECONOMY,31B
3087,LA,LATAM,LA6500,SAP,MEX,04-19-2025 01:50 PM,19/04/2025 17:28,226,ON_TIME,0,B739,ECONOMY,21F
3088,IB,Iberia,IB3705,LAX,GUA,05-26-2025 11:57 PM,05-27-2025 05:26 AM,314,ON_TIME,0,B739,ECONOMY,32F
3089,LA,LATAM,LA7776,SAL,MAD,12-16-2024 08:25 AM,12-16-2024 09:53 AM,86,ON_TIME,0,B757,ECONOMY,44F
3090,AV,Avianca,AV2453,GUA,SJO,01-29-2025 05:46 AM,29/01/2025 07:58,122,ON_TIME,0,CRJ9,ECONOMY,33A
3091,BA,British Airways,BA9564,MIA,MEX,20/12/2025 18:36,12-20-2025 09:11 PM,156,ON_TIME,0,B757,ECONOMY,40D
3092,CM,COPA AIRLINES,CM9085,SAL,MEX,27/10/2024 14:10,10-27-2024 08:45 PM,376,ON_TIME,0,A319,ECONOMY,24B
3093,BA,British Airways,BA1825,HAV,BOG,6/10/2025 12:35,10/06/2025 17:04,263,ON_TIME,0,E190,ECONOMY,25F
3094,AA,American Airlines,AA6435,JFK,GUA,08-25-2024 01:55 AM,08-25-2024 05:43 AM,224,ON_TIME,0,A320,ECONOMY,36B
3095,WN,SOUTHWEST,WN7671,HAV,SAP,26/01/2025 04:30,26/01/2025 05:30,70,ON_TIME,0,B777,BUSINESS,8F
3096,WN,Southwest,WN4607,MIA,MAD,14/02/2024 10:34,02-14-2024 03:02 PM,249,ON_TIME,0,B757,PREMIUM_ECONOMY,13C
3097,DL,Delta,DL5979,LIM,SAL,23/07/2025 12:57,07-23-2025 08:47 PM,417,DELAYED,30,B739,BUSINESS,4F
3098,DL,Delta,DL5919,BOG,GUA,9/01/2024 12:36,9/01/2024 19:31,301,DELAYED,93,B739,ECONOMY,25D
3099,B6,JetBlue,b66946,SAL,BOG,4/08/2025 00:26,8/04/2025 04:59,280,ON_TIME,0,B738,ECONOMY,30F
3100,CM,Copa Airlines,CM5612,MAD,BCN,2/01/2025 09:22,2/01/2025 10:37,70,ON_TIME,0,A319,ECONOMY,26A
3101,FR,Ryanair,FR1869,LAX,HAV,10/07/2025 04:26,10/07/2025 09:54,216,DELAYED,120,B777,ECONOMY,43F
3102,WN,Southwest,WN9075,SJO,JFK,7/10/2024 17:04,7/10/2024 23:43,302,DELAYED,99,A321,ECONOMY,35E
3103,CM,Copa Airlines,CM8305,MIA,BOG,27/01/2024 14:46,27/01/2024 17:44,183,ON_TIME,0,B777,ECONOMY,16D
3104,B6,JetBlue,B63179,SAL,GUA,17/07/2025 01:56,17/07/2025 03:17,69,ON_TIME,0,A321,ECONOMY,34B
3105,AM,Aeromexico,AM7084,SJO,BOG,05-18-2025 06:51 AM,05-18-2025 09:13 AM,124,ON_TIME,0,A320,ECONOMY,32D
3106,AA,American Airlines,AA1456,MAD,SAL,20/01/2024 13:53,20/01/2024 18:41,290,ON_TIME,0,A319,ECONOMY,42E
3107,CM,Copa Airlines,CM37O8,MAD,CUN,26/02/2024 14:16,02-26-2024 07:36 PM,323,ON_TIME,0,E190,ECONOMY,38F
3108,CM,Copa Airlines,CM0612,PTY,MAD,14/05/2025 06:52,14/05/2025 08:42,116,ON_TIME,0,B777,ECONOMY,17B
3109,BA,British Airways,BA9253,BOG,PTY,11/04/2025 09:16,,,CANCELLED,,E190,ECONOMY,
3110,AM,Aeromexico,AM9332,SJO,JFK,13/02/2025 16:51,13/02/2025 22:08,301,ON_TIME,0,B767,BUSINESS,6D
3111,DL,Delta,DL0873,CUN,BOG,14/05/2024 10:40,05-14-2024 12:25 PM,105,ON_TIME,0,B767,ECONOMY,17E
3112,AV,Avianca,AV4402,SAP,MIA,26/06/2025 16:15,26/06/2025 23:43,330,DELAYED,122,B757,ECONOMY,42B
3113,CM,Copa Airlines,CM6023,CUN,SAP,4/06/2024 11:54,4/06/2024 13:25,77,ON_TIME,0,A319,ECONOMY,34E
3114,AA,American Airlines,AA9665,MIA,HAV,29/02/2024 06:24,02-29-2024 12:59 PM,243,DELAYED,138,B738,ECONOMY,41B
3115,DL,Delta,DL7860,BCN,HAV,9/09/2025 08:24,9/09/2025 14:28,343,ON_TIME,0,B777,ECONOMY,41B
3116,AM,Aeromexico,AM975O,GUA,HAV,19/03/2024 03:16,19/03/2024 08:47,83,DELAYED,223,B757,ECONOMY,33D
3117,CM,Copa Airlines,CM6335,HAV,BCN,9/06/2025 13:53,6/09/2025 20:01,363,ON_TIME,0,CRJ9,BUSINESS,7D
3118,AM,Aeromexico,AM0311,SJO,MEX,21/08/2025 04:22,08-21-2025 10:44 AM,166,DELAYED,214,B737,ECONOMY,44A
3119,WN,Southwest,WN2256,MAD,SAL,23/06/2024 06:40,23/06/2024 12:03,307,ON_TIME,0,B739,ECONOMY,35E
3120,UA,United,UA8460,GUA,SAL,10-15-2024 07:55 PM,16/10/2024 02:51,402,ON_TIME,0,E190,ECONOMY,24F
3121,AA,American Airlines,AA7823,MAD,SJO,22/07/2024 01:54,22/07/2024 05:50,230,ON_TIME,0,A319,ECONOMY,41B
3122,DL,Delta,DL9937,GUA,BOG,6/07/2025 10:07,7/06/2025 15:25,308,ON_TIME,0,E190,ECONOMY,27E
3123,AV,AVIANCA,AV2569,JFK,MIA,9/07/2024 02:13,7/09/2024 07:47,330,ON_TIME,0,E190,PREMIUM_ECONOMY,12D
3124,AV,Avianca,AV7395,MAD,GUA,20/08/2024 00:47,20/08/2024 07:26,400,ON_TIME,0,B767,ECONOMY,34C
3125,BA,British Airways,BA1269,PTY,SAP,29/08/2025 08:26,29/08/2025 13:02,254,ON_TIME,0,B767,ECONOMY,25F
3126,AM,Aeromexico,AM0915,SJO,GUA,17/10/2024 19:58,,,CANCELLED,,B738,PREMIUM_ECONOMY,
3127,DL,DELTA,DL4621,BCN,HAV,10/06/2025 21:23,10/06/2025 23:25,124,ON_TIME,0,B767,PREMIUM_ECONOMY,15A
3128,LA,LATAM,LA0025,HAV,MIA,28/03/2024 09:48,28/03/2024 14:28,258,ON_TIME,0,B738,ECONOMY,36D
3129,AA,American Airlines,AA2422,JFK,MIA,5/10/2025 00:41,10/05/2025 03:40,160,ON_TIME,0,B757,ECONOMY,41A
3130,LA,LATAM,LA4099,CUN,JFK,11/09/2025 15:04,,,CANCELLED,,B767,ECONOMY,
3131,B6,JetBlue,B66100,MIA,sap,4/02/2025 00:32,4/02/2025 04:29,163,DELAYED,80,E190,ECONOMY,31D
3132,DL,Delta,DL7637,MIA,BOG,11/09/2024 05:08,11/09/2024 08:07,177,ON_TIME,0,A320,BUSINESS,4D
3133,DL,Delta,DL7862,HAV,MIA,01-21-2025 12:00 AM,21/01/2025 05:20,305,ON_TIME,0,B737,ECONOMY,21B
3134,IB,Iberia,IB0905,CUN,MEX,18/10/2024 18:37,18/10/2024 21:41,191,ON_TIME,0,E190,ECONOMY,31F
3135,DL,DELTA,DL7894,CUN,GUA,9/12/2025 05:20,12/09/2025 10:57,347,ON_TIME,0,CRJ9,ECONOMY,40D
3136,UA,United,UA1460,SJO,LAX,22/10/2024 09:10,22/10/2024 10:49,106,ON_TIME,0,B739,PREMIUM_ECONOMY,11E
3137,WN,Southwest,WN6777,BOG,BCN,3/12/2024 10:25,3/12/2024 14:45,267,ON_TIME,0,A320,BUSINESS,7B
3138,FR,Ryanair,FR4564,LAX,BOG,6/12/2025 12:16,12/06/2025 15:11,169,ON_TIME,0,A320,ECONOMY,22C
3139,FR,RYANAIR,FR3058,HAV,CUN,25/02/2025 11:28,25/02/2025 13:42,112,ON_TIME,0,B787,ECONOMY,39A
3140,WN,Southwest,WN2659,BOG,SAP,7/08/2024 07:22,7/08/2024 12:34,290,ON_TIME,0,A320,ECONOMY,45C
3141,LA,LATAM,LA8176,MAD,HAV,28/06/2025 16:00,06-28-2025 10:05 PM,354,ON_TIME,0,B767,ECONOMY,30F
3142,B6,JetBlue,B60929,SJO,LAX,01-29-2024 06:58 AM,29/01/2024 10:30,190,ON_TIME,0,B739,ECONOMY,37B
3143,LA,LATAM,LA5947,JFK,MAD,3/02/2025 17:14,3/03/2025 01:06,387,DELAYED,73,B757,ECONOMY,36D
3144,WN,Southwest,WN9199,hav,CUN,16/10/2025 06:38,16/10/2025 15:18,334,DELAYED,183,B737,ECONOMY,22A
3145,UA,United,UA9384,HAV,BOG,25/10/2025 00:09,25/10/2025 03:21,173,ON_TIME,0,B767,ECONOMY,18B
3146,WN,Southwest,WN4763,SAL,MEX,29/05/2025 11:52,29/05/2025 14:22,138,ON_TIME,0,A320,ECONOMY,33D
3147,FR,RYANAIR,FR5798,MIA,LAX,18/08/2025 04:30,18/08/2025 06:49,80,DELAYED,38,B767,PREMIUM_ECONOMY,11E
3148,IB,Iberia,IB4429,BOG,JFK,24/06/2025 12:55,24/06/2025 18:46,358,ON_TIME,0,CRJ9,ECONOMY,20A
3149,LA,LATAM,LA4231,GUA,LAX,02-15-2025 09:03 PM,16/02/2025 02:58,364,ON_TIME,0,B757,ECONOMY,42B
3150,AV,Avianca,AV9603,JFK,bog,1/01/2024 12:37,1/01/2024 18:13,317,ON_TIME,0,A319,ECONOMY,29C
3151,LA,LATAM,LA2089,MAD,SAP,08-22-2025 05:43 PM,08-22-2025 09:05 PM,187,ON_TIME,0,A320,PREMIUM_ECONOMY,12E
3152,WN,Southwest,wn9680,SAP,MIA,10-28-2025 06:22 PM,28/10/2025 20:47,153,ON_TIME,0,CRJ9,ECONOMY,32D
3153,UA,United,UA7058,BOG,GUA,31/07/2025 18:08,31/07/2025 21:21,170,ON_TIME,0,E190,PREMIUM_ECONOMY,11D
3154,AM,AEROMEXICO,AM5557,MEX,SAP,9/09/2025 15:37,9/09/2025 23:09,390,DELAYED,48,B767,BUSINESS,8A
3155,B6,JetBlue,B66917,MAD,BCN,19/02/2025 05:34,02-19-2025 10:45 AM,293,ON_TIME,0,B737,ECONOMY,33F
3156,AA,American Airlines,AA5519,SAL,HAV,10/03/2025 20:34,11/03/2025 03:30,394,ON_TIME,0,B767,ECONOMY,25C
3157,UA,United,UA1195,BOG,MAD,30/03/2024 09:08,30/03/2024 10:44,100,ON_TIME,0,B757,ECONOMY,35F
3158,AM,Aeromexico,AM0700,SAP,JFK,24/11/2024 03:38,24/11/2024 09:24,119,DELAYED,224,B738,ECONOMY,17F
3159,AM,Aeromexico,AM1962,cun,PTY,8/11/2024 09:51,8/11/2024 12:06,135,ON_TIME,0,A319,ECONOMY,30C
3160,BA,British Airways,BA2558,SAP,MEX,11/02/2024 17:14,11/02/2024 23:30,370,ON_TIME,0,E190,ECONOMY,26A
3161,WN,Southwest,WN7961,MAD,LAX,5/10/2024 14:43,10/05/2024 19:05,256,ON_TIME,0,A321,ECONOMY,35B
3162,LA,LATAM,LA6730,SAL,CUN,8/01/2024 13:35,8/01/2024 17:34,248,ON_TIME,0,B738,ECONOMY,33E
3163,BA,British Airways,BA5435,SAP,SJO,12/03/2024 03:08,12/03/2024 04:18,79,ON_TIME,0,B737,ECONOMY,16F
3164,AV,AVIANCA,AV2335,SJO,SAP,6/07/2024 23:34,7/07/2024 01:43,128,ON_TIME,0,B739,ECONOMY,32F
3165,AA,American Airlines,AA8111,BOG,BCN,04-27-2024 04:06 AM,27/04/2024 06:10,124,DIVERTED,0,B767,ECONOMY,16D
3166,FR,Ryanair,FR3170,SAP,MAD,25/06/2025 19:23,25/06/2025 22:22,162,ON_TIME,0,B737,ECONOMY,16B
3167,WN,Southwest,WN2443,JFK,PTY,5/09/2024 17:41,9/05/2024 22:17,279,ON_TIME,0,A321,PREMIUM_ECONOMY,12D
3168,DL,Delta,DL6982,BCN,MEX,11/11/2024 20:49,11/11/2024 21:56,67,ON_TIME,0,E190,ECONOMY,25B
3169,BA,British Airways,BA2190,JFK,MEX,4/07/2024 09:13,7/04/2024 18:00,403,DELAYED,112,B777,ECONOMY,35B
3170,CM,Copa Airlines,CM6779,SAL,MAD,13/07/2024 05:19,,,CANCELLED,,B757,BUSINESS,
3171,CM,Copa Airlines,CM2327,LIM,MAD,22/09/2024 11:59,09-22-2024 03:12 PM,124,DELAYED,56,A320,ECONOMY,43B
3172,CM,Copa Airlines,CM9361,MIA,JFK,5/04/2025 07:52,5/04/2025 12:48,300,ON_TIME,0,B739,ECONOMY,29A
3173,WN,Southwest,WN4482,HAV,BCN,19/12/2024 08:04,19/12/2024 15:55,405,DELAYED,67,B737,PREMIUM_ECONOMY,11C
3174,FR,Ryanair,FR7097,BOG,CUN,1/03/2025 17:28,4/01/2025 01:16,330,DELAYED,122,B787,ECONOMY,41D
3175,UA,United,UA3735,MAD,LAX,15/06/2025 04:25,06-15-2025 11:35 AM,405,ON_TIME,0,A321,BUSINESS,9B
3176,AA,AMERICAN AIRLINES,AA9787,SJO,BCN,20/04/2024 23:35,21/04/2024 02:42,170,ON_TIME,0,E190,ECONOMY,38B
3177,AA,American Airlines,AA3503,JFK,SAL,11/04/2025 13:25,4/11/2025 16:59,162,DELAYED,38,B739,PREMIUM_ECONOMY,15C
3178,CM,COPA AIRLINES,CM8066,PTY,LAX,09-18-2024 04:00 PM,09-18-2024 05:27 PM,77,ON_TIME,0,B757,ECONOMY,37E
3179,FR,Ryanair,FR3347,MIA,BCN,12-19-2025 07:50 PM,20/12/2025 01:00,305,ON_TIME,0,B767,ECONOMY,36B
3180,LA,LATAM,LA7348,CUN,JFK,3/10/2024 01:22,3/10/2024 05:02,201,ON_TIME,0,B757,BUSINESS,5E
3181,DL,DELTA,DL6336,MAD,SJO,2/02/2025 15:36,2/02/2025 19:28,220,ON_TIME,0,B787,ECONOMY,25A
3182,BA,British Airways,BA4204,MIA,PTY,25/10/2024 14:48,25/10/2024 17:00,132,ON_TIME,0,B757,ECONOMY,17D
3183,AA,American Airlines,AA4041,BCN,SAP,07-31-2024 03:20 PM,07-31-2024 10:04 PM,405,ON_TIME,0,B767,ECONOMY,38B
3184,AV,Avianca,AV4063,SAL,PTY,9/06/2025 08:03,6/09/2025 08:51,51,ON_TIME,0,A319,ECONOMY,19D
3185,LA,LATAM,LA2485,MEX,SJO,8/04/2024 16:50,4/08/2024 22:45,340,ON_TIME,0,E190,ECONOMY,23F
3186,DL,Delta,DL0045,HAV,MEX,07-24-2024 06:40 PM,24/07/2024 19:49,62,ON_TIME,0,B767,ECONOMY,19C
3187,UA,UNITED,UA0459,MAD,SAP,13/12/2025 05:17,12-13-2025 09:11 AM,238,ON_TIME,0,B787,ECONOMY,27A
3188,AA,American Airlines,AA1714,MAD,MIA,25/01/2024 02:55,25/01/2024 08:27,338,ON_TIME,0,CRJ9,FIRST,3C
3189,IB,Iberia,IB7787,CUN,LIM,12/07/2024 03:17,7/12/2024 08:38,300,DELAYED,28,B767,PREMIUM_ECONOMY,14E
3190,WN,Southwest,WN1438,BCN,lax,4/03/2024 02:46,3/04/2024 08:17,332,ON_TIME,0,B757,ECONOMY,42E
3191,UA,United,UA8180,BCN,HAV,04-24-2025 11:13 PM,25/04/2025 03:55,246,DELAYED,34,B737,ECONOMY,41B
3192,UA,United,UA9510,SAL,MAD,12/04/2025 03:06,12/04/2025 04:17,50,ON_TIME,0,B787,PREMIUM_ECONOMY,14A
3193,AA,American Airlines,AA6587,BOG,MIA,31/12/2025 13:57,31/12/2025 20:36,268,DELAYED,113,CRJ9,BUSINESS,6E
3194,AA,American Airlines,AA7124,SAP,BCN,19/02/2024 15:59,19/02/2024 18:45,55,DELAYED,97,B777,ECONOMY,43F
3195,B6,JetBlue,B65583,SAP,LAX,16/10/2024 19:31,16/10/2024 21:45,130,ON_TIME,0,A321,ECONOMY,35D
3196,FR,Ryanair,FR2353,SAP,LIM,01-28-2024 07:15 AM,28/01/2024 13:32,373,ON_TIME,0,B787,ECONOMY,45B
3197,AA,American Airlines,AA8828,SJO,MEX,26/08/2025 00:58,08-26-2025 06:34 AM,318,DELAYED,11,B739,PREMIUM_ECONOMY,13B
3198,AV,Avianca,AV2194,PTY,CUN,15/07/2025 22:24,07-16-2025 02:49 AM,253,ON_TIME,0,B739,ECONOMY,19E
3199,CM,COPA AIRLINES,CM3186,GUA,MEX,18/03/2025 11:37,18/03/2025 13:37,107,ON_TIME,0,E190,ECONOMY,28C
3200,AV,AVIANCA,AV3627,MEX,HAV,24/09/2024 19:39,24/09/2024 21:32,90,ON_TIME,0,CRJ9,ECONOMY,44F
3201,AM,Aeromexico,AM4631,HAV,SAP,29/10/2025 02:34,29/10/2025 08:31,353,ON_TIME,0,B777,ECONOMY,17A
3202,AV,Avianca,AV4139,lax,SJO,29/03/2025 15:55,29/03/2025 22:10,357,ON_TIME,0,A321,ECONOMY,40F
3203,FR,Ryanair,FR2992,GUA,LIM,4/06/2024 13:14,4/06/2024 15:27,111,ON_TIME,0,B739,PREMIUM_ECONOMY,13B
3204,IB,Iberia,IB2019,SAL,BOG,7/02/2025 07:46,2/07/2025 13:36,355,ON_TIME,0,B757,ECONOMY,25C
3205,CM,Copa Airlines,CM9271,PTY,GUA,27/05/2024 07:42,,,CANCELLED,,A319,ECONOMY,
3206,LA,LATAM,LA6993,MEX,LAX,03-21-2025 04:17 PM,03-21-2025 11:10 PM,395,ON_TIME,0,B738,ECONOMY,38F
3207,AA,American Airlines,AA4701,mad,SJO,03-15-2025 05:48 PM,15/03/2025 20:10,140,ON_TIME,0,A320,ECONOMY,20E
3208,AV,AVIANCA,AV8516,LAX,MEX,1/11/2025 13:59,,,CANCELLED,,B738,ECONOMY,
3209,B6,JetBlue,B62798,LAX,SAP,16/11/2024 08:39,,,CANCELLED,,B757,ECONOMY,
3210,AA,American Airlines,AA7966,MAD,SAP,15/03/2024 00:30,03-15-2024 05:01 AM,255,ON_TIME,0,A320,PREMIUM_ECONOMY,15F
3211,AV,Avianca,AV1630,HAV,JFK,30/05/2024 02:30,30/05/2024 09:25,416,ON_TIME,0,CRJ9,ECONOMY,26B
3212,LA,LATAM,LA4760,LIM,MAD,17/09/2024 14:32,17/09/2024 20:58,395,ON_TIME,0,B787,ECONOMY,25F
3213,DL,Delta,DL4506,MIA,SAL,5/10/2025 18:53,10/06/2025 00:13,314,ON_TIME,0,B787,ECONOMY,26C
3214,AV,Avianca,AV9417,PTY,SJO,28/01/2025 18:51,01-28-2025 10:09 PM,202,ON_TIME,0,B739,ECONOMY,25C
3215,AM,AEROMEXICO,AM13O3,JFK,MEX,23/04/2024 11:05,23/04/2024 15:28,263,ON_TIME,0,A320,ECONOMY,38A
3216,IB,IBERIA,IB9053,LIM,MEX,12/08/2024 06:26,8/12/2024 12:30,359,ON_TIME,0,A321,ECONOMY,42E
3217,B6,JetBlue,B69847,MEX,HAV,4/10/2024 14:55,10/04/2024 21:28,375,ON_TIME,0,A320,BUSINESS,6D
3218,CM,Copa Airlines,CM6909,LIM,HAV,09-27-2025 03:52 AM,27/09/2025 08:15,267,ON_TIME,0,B738,PREMIUM_ECONOMY,12B
3219,LA,LATAM,LA3703,LAX,MIA,29/09/2024 23:09,30/09/2024 07:09,313,DELAYED,171,B739,ECONOMY,30E
3220,BA,British Airways,BA3440,MIA,GUA,16/08/2024 13:03,16/08/2024 15:02,66,DELAYED,37,A319,ECONOMY,20C
3221,AA,American Airlines,AA6197,CUN,LIM,27/09/2025 08:00,09-27-2025 01:45 PM,330,ON_TIME,0,B767,ECONOMY,38B
3222,B6,JetBlue,B68680,SJO,gua,20/08/2024 02:11,20/08/2024 08:59,405,ON_TIME,0,B739,ECONOMY,29E
3223,FR,Ryanair,FR5885,SAL,MIA,12/01/2024 19:43,13/01/2024 02:54,251,DELAYED,156,E190,ECONOMY,19A
3224,DL,Delta,DL2257,SAP,JFK,18/06/2024 06:24,18/06/2024 08:15,106,ON_TIME,0,B737,ECONOMY,36B
3225,CM,Copa Airlines,CM2873,PTY,LIM,09-16-2025 02:48 PM,,,CANCELLED,,B737,ECONOMY,
3226,B6,JetBlue,B61953,LIM,BOG,21/02/2025 05:36,21/02/2025 09:02,201,ON_TIME,0,B757,ECONOMY,29E
